pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2024005239,1,1,1,7900,1027,136,,11790115,,,,,51,2024,6,78,4,1,6,3,2,3,0,3,1,5,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,187985,667402
2024005254,1,1,2,9000,1402,,9999,,,,,,34,2024,4,74,1,1,3,3,2,0,3,1,1,5,4,1,1,1,9,9,9,0,0,9,6,62,623,0,13,3,176767,575209
2024005273,1,1,2,5000,2378,,96,,,,,,20,2024,1,51,4,1,5,3,11,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178814,662491
2024005279,1,1,2,2200,229,,1101,,,,,,34,2024,1,45,4,1,5,3,1,0,3,1,1,2,3,1,1,1,9,9,9,3,3,1,6,62,626,0,16,3,202954,553012
2024005291,1,1,1,7900,424,,,,,,,,51,2024,2,2,4,5,3,3,5,0,3,1,1,0,3,3,1,1,9,9,9,0,0,9,4,42,422,0,13,3,190957,665438
2024005326,1,1,2,70,801,,9999,,,,,,38,2024,6,53,4,1,2,3,1,0,3,1,1,4,3,1,1,1,9,9,9,3,3,1,6,61,613,0,13,3,166235,631765
2024005336,1,1,2,9000,590,,9999,,,,,,34,2024,2,2,4,5,3,3,2,1,0,1,1,0,3,3,1,1,9,9,9,0,0,9,6,62,623,0,13,3,177717,575594
2024005339,1,1,3,0,,,,,675,6734,89,2270,14,2024,12,46,4,1,6,3,2,3,0,5,1,5,3,1,1,1,9,9,9,0,0,9,2,23,234,99,99,1,229959,718249
2024005345,1,1,1,7400,331,327,,8410023,,,,,51,2024,11,28,4,1,1,1,1,3,0,1,1,3,3,1,1,1,9,9,9,3,3,9,4,41,411,0,13,1,186706,693299
2024005361,1,1,2,5000,456,,9999,,,,,,20,2024,2,77,4,5,5,3,1,3,0,1,1,1,3,3,1,1,9,9,9,8,0,9,5,51,511,0,13,3,179612,666172
2024005367,1,1,2,7700,232,,51,,,,,,14,2024,2,32,4,1,3,3,5,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,2,23,234,0,15,1,230554,726887
2024005398,1,1,2,6700,,,9999,,,,,,12,2024,7,70,4,1,2,2,1,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,2,22,221,0,16,2,249372,743703
2024005406,1,1,2,3000,4352,,9999,,,,,,61,2024,2,68,4,1,6,2,8,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,1,11,111,0,12,3,223182,633065
2024005413,1,1,4,0,,,,,7924,0,16,,14,2024,11,74,4,5,2,3,2,3,0,4,1,3,3,6,2,2,9,9,9,0,0,9,2,23,237,99,99,1,223002,739157
2024005424,1,2,4,0,,,,,60,0,429,,43,2024,11,40,4,1,3,2,2,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99,99,1,206254,599649
2024005452,1,1,2,2100,432,,9999,,,,,,11,2024,7,39,4,1,3,3,7,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,0,16,3,197506,741824
2024005473,1,1,1,229,135,170,,570001,,,,,20,2024,4,68,4,1,4,3,2,3,0,1,1,4,3,1,1,1,9,9,9,0,0,9,4,42,422,0,16,1,187806,662669
2024005474,1,1,2,534,321,,9999,,,,,,11,2024,2,53,4,1,7,2,1,3,0,1,1,0,3,1,1,1,9,9,9,3,2,1,3,31,311,99,27,2,206454,735764
2024005481,1,1,4,0,,,,,4311,0,32,,52,2024,1,68,4,1,1,1,5,3,0,3,1,4,3,1,2,2,1,5,9,0,0,9,4,44,442,99,99,1,176902,650488
2024005483,1,1,1,8300,301,201,,8040007,,,,,52,2024,1,68,4,1,4,3,1,3,0,1,1,3,3,1,1,1,9,9,9,3,4,1,4,44,442,0,13,1,181215,652380
2024005493,1,1,4,0,,,,,,,,,34,2024,7,74,4,1,3,1,10,2,0,5,1,2,3,1,1,1,9,9,9,0,0,9,9,99,999,99,99,9,,
2024005525,1,1,1,5000,710,537,,80150496,,,,,20,2024,10,76,4,5,1,3,2,3,0,1,1,2,3,6,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179199,665562
2024005535,1,1,2,4000,512,,147,,,,,,11,2024,1,54,4,1,2,2,1,0,3,1,1,5,3,1,1,1,9,9,9,3,3,1,3,31,311,0,13,1,198304,747804
2024005547,1,1,3,0,,,,,411,0,108,3685,52,2024,4,60,2,1,2,2,2,0,3,4,1,5,3,1,1,1,9,9,9,0,0,9,4,44,441,99,99,1,182679,640790
2024005564,1,1,3,0,,,,,4,0,2205,433,12,2024,8,63,4,1,2,3,2,0,2,3,1,4,5,1,1,1,9,9,9,0,0,9,3,31,311,99,99,1,208204,748966
2024005604,1,1,4,0,,,,,6,0,1016,,52,2024,4,55,4,1,3,2,3,0,2,6,1,2,3,1,1,1,9,9,9,0,0,9,4,44,441,99,99,1,184251,634797
2024005614,1,1,1,5000,185,248,,24170112,,,,,20,2024,10,65,4,1,2,2,4,1,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180497,670053
2024005617,1,1,4,0,,,,,386,0,1,,61,2024,7,50,4,1,6,2,11,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,1,11,111,99,99,1,208866,625652
2024005627,1,1,4,0,,,,,444,0,104,,51,2024,5,23,4,5,6,1,17,0,3,4,1,2,3,6,1,1,9,9,9,0,0,9,4,43,432,99,99,1,195754,658073
2024005643,1,1,2,70,146,,4,,,,,,38,2024,5,41,4,1,1,2,1,3,0,1,1,3,5,1,1,1,9,9,9,3,3,1,6,61,613,0,13,1,167393,635250
2024005652,1,1,2,6600,406,,30,,,,,,20,2024,10,44,4,1,5,3,1,3,0,1,1,3,1,1,1,1,9,9,9,2,3,1,5,51,513,0,14,1,179512,659089
2024005659,1,1,4,0,,,,,672,0,427,,11,2024,2,30,4,1,1,3,5,3,0,4,1,3,3,1,2,2,9,9,9,0,0,9,3,31,311,99,99,1,202726,740101
2024005662,1,1,4,0,,,,,6,0,1870,,12,2024,4,21,4,5,2,3,3,0,5,7,1,4,3,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,202737,711341
2024005680,1,1,4,0,,,,,3866,0,0,,61,2024,11,64,4,1,7,3,5,2,0,3,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,99,99,3,203245,628370
2024005684,1,1,3,0,,,,,57,6,142,4197,51,2024,2,58,4,1,6,2,5,0,3,4,1,3,5,1,1,1,9,9,9,0,0,9,4,41,412,99,99,1,201398,691126
2024005715,1,1,2,4000,816,,47,,,,,,11,2024,7,45,4,1,3,3,1,0,3,1,1,3,3,1,1,1,9,9,9,3,3,1,3,31,311,0,13,1,199553,745711
2024005722,1,1,3,0,,,,,89,8833,72,1439,12,2024,3,64,4,1,3,3,2,0,3,5,1,3,3,1,9,2,9,9,9,0,0,9,2,24,245,99,99,1,216335,768965
2024005734,1,2,4,0,,,,,5,0,333,,41,2024,10,13,4,5,7,2,15,0,3,6,1,3,3,3,9,1,9,9,9,0,0,9,7,77,777,99,99,1,212498,668052
2024005749,1,1,2,494,107,,9999,,,,,,11,2024,9,26,4,5,4,3,2,3,0,1,1,2,2,6,1,1,9,9,9,0,0,9,3,31,311,99,27,3,204792,733912
2024005755,1,1,1,7900,491,454,,99970530,,,,,51,2024,8,59,4,1,6,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,192439,664780
2024005758,1,1,2,7400,993,,9999,,,,,,51,2024,12,61,4,1,3,3,1,9,0,0,0,0,5,11,9,9,9,9,9,1,3,9,4,41,411,0,13,3,186410,687687
2024005764,1,1,2,4000,191,,168,,,,,,11,2024,7,55,4,1,3,3,2,1,0,1,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,202456,744399
2024005765,1,1,1,3000,1346,1452,,26910842,,,,,61,2024,9,93,4,5,4,2,2,0,3,1,1,2,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,1,217671,628452
2024005773,1,1,2,7600,221,,9999,,,,,,12,2024,2,83,4,5,4,2,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,2,24,246,0,15,3,208031,758479
2024005776,1,1,2,9600,161,,76,,,,,,12,2024,3,7,4,5,5,2,1,0,5,1,1,3,3,6,1,1,9,9,9,3,4,2,3,31,311,0,16,1,207500,750548
2024005795,1,1,2,3000,429,,9999,,,,,,61,2024,7,7,4,5,7,2,3,3,0,1,1,4,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,220532,631843
2024005820,1,1,3,0,,,,,65,0,519,3491,14,2024,9,54,4,1,2,3,2,3,0,4,1,0,3,1,1,1,9,9,9,0,0,9,2,23,233,99,99,1,233342,727749
2024005829,1,1,2,5000,1620,,210,,,,,,20,2024,1,28,4,5,2,3,17,1,0,1,0,3,3,6,1,1,9,9,9,0,0,9,5,51,511,0,13,1,176656,660038
2024005830,1,1,2,5000,914,,9999,,,,,,20,2024,9,33,4,1,1,2,15,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,511,0,13,3,180245,666484
2024005835,1,1,1,8400,585,593,,17890337,,,,,52,2024,11,6,4,5,1,2,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,44,441,0,14,1,184167,644322
2024005899,1,1,1,3000,4752,4753,,24410661,,,,,61,2024,5,70,4,1,3,3,1,1,0,7,1,2,5,2,9,5,9,9,9,1,1,1,1,11,111,0,12,1,222802,636986
2024005939,1,1,2,9000,823,,37,,,,,,34,2024,1,59,4,1,6,2,6,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,6,62,623,0,13,1,180194,572680
2024005957,1,1,1,2600,168,266,,8240001,,,,,33,2024,9,68,4,1,2,3,2,0,3,1,1,2,3,1,1,1,9,9,9,0,0,9,6,62,625,0,15,1,194145,384921
2024005963,1,1,2,9000,277,,140,,,,,,34,2024,10,93,4,5,1,3,8,0,3,1,1,3,3,5,1,1,1,4,9,0,0,9,6,62,623,0,13,1,179504,574236
2024006021,1,1,2,6600,795,,68,,,,,,20,2024,1,57,4,1,4,3,1,9,0,0,0,0,5,11,9,9,9,9,6,0,0,9,5,51,513,0,14,1,178846,655989
2024006025,1,1,3,0,,,,,4,0,2205,433,12,2024,3,42,4,1,3,3,2,3,0,3,1,0,3,1,1,1,9,9,9,0,0,9,3,31,311,99,99,1,208204,748966
2024006030,1,1,3,0,,,,,752,0,37,1351,11,2024,12,35,4,1,2,3,2,0,2,3,1,4,3,1,1,1,9,9,9,0,0,9,3,31,311,99,99,1,205361,741094
2024006038,1,1,4,0,,,,,25,0,2091,,34,2024,5,73,4,1,6,3,3,0,2,5,1,5,3,1,1,1,9,9,9,0,0,9,6,62,621,99,99,1,162639,591788
2024006051,1,1,2,6300,224,,1,,,,,,20,2024,4,22,4,5,6,3,1,1,0,2,1,2,3,3,1,1,9,9,6,0,0,9,5,51,512,0,15,1,182105,663976
2024006060,1,1,2,8200,203,,22,,,,,,12,2024,3,44,4,1,5,3,1,3,0,1,1,1,3,1,1,1,9,9,9,3,3,1,3,31,311,0,16,1,208273,749554
2024006068,1,1,3,0,,,,,4,0,2155,8011,12,2024,1,81,4,5,7,3,4,0,2,3,1,4,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,205263,745301
2024006089,1,1,4,0,,,,,71,0,320,,14,2024,11,68,4,5,6,3,3,3,0,3,1,2,3,10,1,1,9,9,9,0,0,9,2,23,232,99,99,1,239998,717025
2024006116,1,1,2,633,,,9999,,,,,,51,2024,4,83,4,5,4,3,5,3,0,1,1,2,4,5,1,5,9,9,9,0,0,9,4,42,422,99,29,2,197402,670878
2024006157,1,1,3,0,,,,,79,4,0,435,12,2024,2,47,4,1,5,3,2,3,0,3,1,0,3,1,1,1,9,9,9,0,0,9,3,31,311,99,99,1,208907,750261
2024006160,1,1,1,246,252,253,,420001,,,,,34,2024,11,35,4,1,4,1,1,3,0,1,1,2,3,1,1,1,9,9,9,3,1,2,6,62,621,0,16,1,160579,591613
2024006174,1,1,2,70,206,,9999,,,,,,38,2024,7,72,4,1,1,3,2,0,3,3,1,5,3,1,1,1,9,9,9,0,0,9,6,61,613,0,13,3,168671,633472
2024006181,1,1,1,7900,805,804,,240032,,,,,51,2024,8,57,4,1,4,3,2,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189414,665005
2024006191,1,1,1,3000,1307,1252,,23880254,,,,,61,2024,7,88,4,5,3,3,2,3,0,1,1,2,3,6,1,1,9,9,9,0,0,9,1,11,111,0,12,1,217445,629300
2024006193,1,1,4,0,,,,,40,0,2810,,52,2024,3,68,4,1,1,2,3,3,0,4,1,3,4,1,1,1,9,9,9,0,0,9,4,43,432,99,99,1,191159,655755
2024006216,1,1,1,4000,426,354,,18380655,,,,,11,2024,3,82,4,5,3,2,3,1,0,2,1,5,3,3,9,1,9,9,9,4,9,9,3,31,311,0,13,1,199076,748078
2024006217,1,1,1,7400,627,508,,8970035,,,,,51,2024,12,29,4,1,1,2,1,0,3,1,1,4,3,1,2,2,9,9,9,3,4,2,4,41,411,0,13,1,187077,692314
2024006233,1,1,4,0,,,,,672,,-32,,11,2024,2,81,4,5,2,2,2,0,3,1,1,3,3,3,9,2,9,9,9,0,0,9,3,31,311,99,99,4,204780,733161
2024006253,1,1,4,0,,,,,5,0,0,,51,2024,9,67,4,1,4,3,3,0,3,1,1,5,3,1,1,1,9,9,9,0,0,9,4,42,422,99,99,3,198865,667629
2024006261,1,1,1,3000,4280,4279,,18660113,,,,,61,2024,1,33,4,1,2,3,1,3,0,1,1,2,2,1,2,2,9,9,9,3,3,1,1,11,111,0,12,1,221278,634300
2024006267,1,1,2,168,305,,66,,,,,,51,2024,4,71,4,1,6,2,7,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,41,411,0,16,3,195486,691062
2024006291,1,1,2,6200,212,,9999,,,,,,20,2024,9,1,4,5,1,3,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,5,51,513,0,14,3,175456,658360
2024006294,1,1,4,0,,,,,40,0,1903,,34,2024,3,69,4,1,7,2,3,0,3,5,1,5,3,11,1,1,9,9,9,0,0,9,6,62,623,99,99,1,179835,580017
2024006311,1,1,1,6400,596,538,,1160007,,,,,20,2024,9,44,4,1,3,3,4,3,0,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,511,0,14,1,183494,674482
2024006313,1,1,1,5000,1555,1512,,17740624,,,,,20,2024,4,77,4,5,3,2,2,3,0,1,1,5,3,6,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179420,663468
2024006325,1,1,3,0,,,,,4,6531,1706,375,12,2024,4,40,4,1,6,3,2,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,3,32,324,99,99,1,193559,715570
2024006327,1,1,2,6500,611,,40,,,,,,12,2024,1,43,4,1,3,2,1,3,0,1,1,2,3,1,1,1,9,9,9,3,3,2,3,32,324,0,14,1,192802,704822
2024006331,1,1,1,8200,143,200,,7690002,,,,,12,2024,6,68,4,1,1,2,2,1,0,1,1,4,3,1,1,1,9,9,9,0,0,9,3,31,311,0,16,1,207641,749567
2024006332,1,1,1,6500,644,422,,9800557,,,,,12,2024,4,52,4,1,4,3,2,0,3,1,1,4,3,1,9,1,9,9,9,0,0,9,3,32,324,0,14,1,190314,705561
2024006336,1,1,2,8600,1748,,9999,,,,,,20,2024,1,53,4,1,2,3,15,3,0,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,512,0,14,2,183546,664024
2024006347,1,1,3,0,,,,,4,8510,2341,4048,12,2024,10,74,3,5,3,3,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,208827,761889
2024006376,1,1,1,4000,360,512,,7780224,,,,,11,2024,12,65,4,1,2,2,1,3,0,1,1,2,3,1,1,1,9,9,9,1,4,2,3,31,311,0,13,1,200114,747078
2024006407,1,1,4,0,,,,,4,0,569,,38,2024,10,33,4,1,5,3,2,0,3,5,1,4,4,1,1,1,9,9,9,0,0,9,6,61,614,99,99,1,159518,612586
2024006410,1,1,4,0,,,,,1,0,37,,20,2024,1,83,4,5,5,3,4,1,0,5,1,0,3,6,9,1,9,9,9,0,0,9,5,51,513,99,99,1,182626,658951
2024006431,1,1,3,0,,,,,444,531,269,4220,51,2024,5,46,1,1,3,3,2,1,0,5,1,4,3,1,1,1,9,9,9,0,0,9,4,42,421,99,99,1,195216,672804
2024006448,1,1,1,4000,243,303,,18380132,,,,,11,2024,11,53,4,1,5,3,1,2,0,1,1,2,3,1,1,1,9,9,9,1,4,1,3,31,311,0,13,1,201510,745111
2024006449,1,1,2,1061,109,,12,,,,,,14,2024,6,62,4,1,5,3,2,2,0,1,1,2,3,1,1,1,9,9,9,0,0,9,2,23,237,0,16,1,230510,734563
2024006461,1,1,1,4000,195,215,,11670122,,,,,12,2024,7,14,4,5,5,3,5,0,2,3,1,3,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,1,207561,746985
2024006472,1,1,1,7900,229,318,,160033,,,,,51,2024,5,55,4,1,3,3,5,0,5,1,1,2,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189474,665696
2024006478,1,1,1,1031,121,122,,250003,,,,,38,2024,9,81,4,5,1,3,1,3,0,1,1,0,3,3,1,1,9,9,9,3,3,1,6,61,614,0,16,1,160733,604823
2024006483,1,1,1,7900,555,510,,99970262,,,,,51,2024,11,29,4,1,5,2,1,0,3,1,1,4,3,1,1,1,9,9,9,3,3,1,4,42,422,0,13,1,191597,664267
2024006490,1,2,3,0,,,,,4469,0,1,12590,43,2024,4,24,4,5,4,2,2,0,3,2,1,3,3,10,1,1,9,9,9,0,0,9,7,77,777,99,99,1,203510,649307
2024006493,1,1,2,3000,,,9999,,,,,,61,2024,5,9,4,5,3,3,17,3,0,6,1,3,4,6,9,1,9,9,9,0,0,9,1,11,111,0,12,2,220976,632344
2024006507,1,1,4,0,,,,,31,,229,,34,2024,8,90,4,5,6,2,5,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,6,62,623,99,99,1,195058,575572
2024006509,1,1,2,7400,843,,4,,,,,,51,2024,3,42,4,1,6,3,1,3,0,1,1,1,4,1,2,2,9,9,9,3,3,9,4,41,411,0,13,3,188125,691651
2024006520,1,1,3,0,,,,,75,0,127,1323,14,2024,1,84,4,5,1,3,2,3,0,1,1,2,3,3,2,2,9,9,9,0,0,9,2,23,237,99,99,1,229550,734880
2024006523,1,1,1,7100,1035,487,,8780021,,,,,38,2024,5,49,4,1,3,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,6,61,614,0,14,1,160709,620286
2024006544,1,1,2,3000,1714,,9999,,,,,,61,2024,5,61,4,1,5,3,3,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,220745,628395
2024006548,1,1,1,1031,190,243,,670206,,,,,38,2024,6,69,4,1,4,3,1,0,3,1,1,2,3,1,1,1,9,9,9,3,3,1,6,61,614,0,16,1,162205,603968
2024006558,1,1,3,0,,,,,40,0,2955,4123,51,2024,5,61,4,1,7,3,2,0,4,4,1,3,3,1,1,1,9,9,9,0,0,9,4,42,422,99,99,1,191069,669896
2024006561,1,1,1,3000,1714,5405,,510533,,,,,61,2024,3,41,4,1,1,3,2,0,2,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,221126,629286
2024006566,1,1,2,3000,1737,,9999,,,,,,61,2024,10,77,2,5,4,2,1,3,0,1,1,2,3,3,1,1,9,9,9,3,3,9,1,11,111,0,12,3,221337,628869
2024006603,1,1,4,0,,,,,204,0,1511,,34,2024,12,84,4,5,2,1,10,3,0,3,1,2,3,3,1,1,9,9,9,0,0,9,6,62,626,99,99,1,191475,544323
2024006651,1,1,3,0,,,,,80,0,1791,9995,34,2024,10,66,4,1,3,3,2,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,6,62,623,99,99,1,200498,563783
2024006662,1,1,1,6900,523,316,,120005,,,,,51,2024,2,44,4,1,3,3,1,0,3,1,1,2,3,1,1,1,9,9,9,3,4,9,4,42,421,0,14,1,192329,675582
2024006668,1,1,1,4000,303,1009,,8140211,,,,,11,2024,8,33,4,1,1,3,2,0,2,1,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,201143,745355
2024006683,1,1,1,7700,328,652,,8370236,,,,,14,2024,2,73,4,5,6,3,4,3,0,2,1,3,3,3,1,1,9,9,9,0,0,9,2,23,234,0,15,1,230074,725469
2024006712,1,1,4,0,,,,,805,0,16,,12,2024,6,68,4,1,1,2,2,3,0,4,1,4,3,1,1,1,9,9,9,0,0,9,2,24,241,99,99,1,218950,754904
2024006727,1,1,2,229,103,,9999,,,,,,20,2024,1,52,4,1,5,2,1,1,0,1,1,1,3,1,1,1,9,9,9,3,3,1,4,42,422,0,16,3,188528,663144
2024006741,1,1,4,0,,,,,79,0,281,,14,2024,9,81,4,5,5,3,1,0,3,3,1,3,3,3,1,1,9,9,9,3,2,2,2,23,237,99,99,1,230540,737206
2024006745,1,1,3,0,,,,,406,0,1905,10408,34,2024,1,47,4,1,1,3,2,0,3,5,1,3,4,1,1,1,9,9,9,0,0,9,6,62,623,99,99,1,180111,577388
2024006751,1,1,4,0,,,,,67,0,0,,12,2024,8,64,4,1,4,3,5,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,3,32,322,99,99,3,199641,721843
2024006752,1,1,2,5000,1994,,49,,,,,,20,2024,5,52,4,1,4,3,1,0,1,1,1,1,3,1,1,1,9,9,9,3,3,1,5,51,511,0,13,1,176799,661923
2024006754,1,1,2,3000,,,9999,,,,,,61,2024,2,74,4,5,2,2,15,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,1,11,111,0,12,2,220976,632344
2024006761,1,1,4,0,,,,,,,,,61,2024,11,28,4,1,4,3,10,3,0,1,1,4,3,1,9,1,9,9,9,0,0,9,9,99,999,99,99,9,,
2024006764,1,1,1,7900,360,1179,,11770121,,,,,51,2024,4,95,1,5,3,3,5,0,3,3,1,4,3,3,1,1,9,9,9,0,0,9,4,42,422,0,13,1,186980,665484
2024006765,1,1,4,0,,,,,2,0,854,,12,2024,2,58,4,1,4,2,7,0,2,7,1,3,4,1,1,1,9,9,9,0,0,9,3,32,321,99,99,1,194568,731264
2024006772,1,1,3,0,,,,,4,0,1150,315,20,2024,8,13,4,5,4,3,4,1,0,5,1,4,3,3,1,1,9,9,9,0,0,9,5,51,512,99,99,1,184537,662521
2024006781,1,1,2,6700,,,9999,,,,,,12,2024,7,65,4,1,6,2,5,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,2,22,221,0,16,2,249372,743703
2024006783,1,1,2,8600,1117,,38,,,,,,20,2024,5,55,4,1,6,3,11,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,512,0,14,1,183886,664166
2024006790,1,1,1,9000,311,810,,7120043,,,,,34,2024,1,59,4,1,7,3,2,0,3,1,1,2,3,1,2,2,9,9,9,0,0,9,6,62,623,0,13,1,179351,572984
2024006795,1,1,2,2650,437,,9999,,,,,,20,2024,3,49,4,1,6,2,2,1,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,16,3,183912,671838
2024006815,1,1,2,4000,845,,1,,,,,,11,2024,9,77,4,5,4,3,1,2,0,1,1,3,3,6,1,1,9,9,9,9,0,9,3,31,311,0,13,1,200049,746674
2024006816,1,1,4,0,,,,,70,0,567,,12,2024,5,29,1,1,3,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,2,24,241,99,99,1,215382,749248
2024006821,1,1,2,7400,184,,9999,,,,,,51,2024,3,83,4,5,1,3,4,2,0,1,1,2,4,3,1,1,9,9,9,0,0,9,4,41,411,0,13,3,188112,694101
2024006822,1,1,1,7400,314,344,,8670021,,,,,51,2024,11,45,4,1,6,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,0,13,1,187132,693143
2024006824,1,1,3,0,,,,,23,0,5,11291,11,2024,4,70,4,1,6,3,2,0,5,2,1,5,3,1,1,1,9,9,9,0,0,9,3,31,311,99,99,1,197240,744224
2024006836,1,1,1,7700,328,395,,8360001,,,,,14,2024,10,65,4,1,7,2,2,0,4,2,1,4,3,1,1,1,9,9,9,3,4,9,2,23,234,0,15,1,229366,725055
2024006859,1,1,4,0,,,,,44,0,31,,61,2024,8,63,4,1,3,3,4,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,1,11,112,99,99,1,198670,633427
2024006862,1,1,1,70,406,405,,9350071,,,,,38,2024,4,73,4,1,1,3,1,0,3,1,1,2,2,1,1,1,9,9,9,3,3,1,6,61,613,0,13,1,165461,632501
2024006867,1,2,4,0,,,,,90,0,3610,,41,2024,12,46,4,1,4,2,2,2,0,4,1,5,3,1,1,1,9,9,9,0,0,9,7,77,777,99,99,1,248782,697072
2024006882,1,1,4,0,,,,,768,0,35,,12,2024,3,44,4,1,7,2,4,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,22,221,99,99,1,250928,738842
2024006898,1,1,4,0,,,,,804,0,40,,12,2024,3,67,4,1,7,3,4,3,0,4,1,2,3,1,9,1,9,9,9,0,0,9,2,24,242,99,99,1,233149,754864
2024006901,1,1,2,6400,836,,9999,,,,,,20,2024,2,67,4,1,4,3,1,1,0,1,1,2,3,1,1,1,9,9,9,3,3,2,5,51,511,0,14,3,183371,674231
2024006908,1,1,2,6900,,,9999,,,,,,51,2024,7,66,4,1,4,3,4,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,42,421,0,14,2,191953,676448
2024006913,1,1,3,0,,,,,4,0,2225,4208,12,2024,5,28,4,1,4,2,1,3,0,3,1,5,3,1,1,1,9,9,9,3,4,1,3,31,311,99,99,1,209062,750595
2024006927,1,1,2,7400,417,,19,,,,,,51,2024,11,36,4,1,5,3,1,0,3,1,1,2,3,1,1,1,9,9,9,3,3,9,4,41,411,0,13,1,186924,693024
2024006945,1,1,3,0,,,,,40,411,2622,727,52,2024,1,15,4,5,2,3,2,0,2,5,1,4,3,6,1,1,9,9,9,0,0,9,4,44,441,99,99,1,182538,641532
2024006946,1,1,2,5000,1555,,144,,,,,,20,2024,3,57,4,1,4,3,4,1,0,1,1,4,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180578,664998
2024006947,1,1,2,9100,414,,46,,,,,,12,2024,6,85,4,5,5,3,2,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,2,24,245,0,15,1,208702,767414
2024006955,1,1,2,4000,1099,,9999,,,,,,11,2024,12,27,4,5,7,3,2,0,2,3,1,5,3,6,1,1,9,9,9,0,0,9,3,31,311,0,13,3,202947,742961
2024006966,1,1,1,6500,419,422,,7860004,,,,,12,2024,1,22,4,5,3,3,2,0,3,1,1,2,5,3,1,1,9,9,9,0,0,9,3,32,324,0,14,1,191807,704994
2024006969,1,1,1,5000,251,295,,17080212,,,,,20,2024,3,86,4,5,1,3,2,1,0,1,1,2,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,1,183532,669250
