pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2024056940,1,1,1,9000,615,887,,14540523,,,,,34,2024,3,44,4,1,1,3,2,0,3,1,1,3,3,1,9,1,9,9,9,0,0,9,6,62,623,0,13,1,182112,569694
2024056957,1,2,4,0,,,,,35,0,560,,43,2024,9,32,4,1,3,3,5,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,7,77,777,99,99,1,209889,607881
2024056977,1,1,1,8300,970,904,,20390339,,,,,52,2024,1,29,4,1,5,3,1,0,3,2,1,3,3,1,1,1,9,9,9,3,4,1,4,44,442,0,13,1,176490,655382
2024056985,1,1,3,0,,,,,85,854,210,12067,12,2024,8,30,4,1,3,2,2,3,0,5,1,3,3,1,1,1,9,9,9,0,0,9,2,24,242,99,99,1,228300,758883
2024057022,1,1,1,7900,555,593,,99970265,,,,,51,2024,6,66,4,1,4,2,4,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,42,422,0,13,1,191280,664562
2024057024,1,1,2,7600,122,,9,,,,,,12,2024,4,56,4,1,3,3,1,3,0,1,1,2,3,1,1,1,9,9,9,3,2,9,2,24,246,0,15,3,208453,756498
2024057057,1,1,1,5000,1555,1571,,11840612,,,,,20,2024,9,63,4,1,1,2,2,0,3,1,1,5,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180373,664530
2024057083,1,1,4,0,,,,,65,0,269,,12,2024,3,63,4,1,3,1,1,0,2,5,1,3,3,1,1,1,9,9,9,1,2,2,3,32,323,99,99,1,213506,714786
2024057115,1,1,3,0,,,,,60,65,2116,9478,14,2024,11,70,4,5,7,3,2,1,0,3,1,3,3,3,1,1,9,9,9,0,0,9,2,23,234,99,99,1,227436,725407
2024057117,1,1,1,6600,970,983,,10420054,,,,,20,2024,1,39,4,1,4,3,1,1,0,1,1,2,3,1,9,1,9,9,9,3,4,1,5,51,513,0,14,1,178739,656909
2024057124,1,1,1,3000,1307,1252,,23880254,,,,,61,2024,7,91,4,5,5,2,1,1,0,3,1,4,3,3,1,1,9,9,9,1,4,2,1,11,111,0,12,1,217445,629300
2024057137,1,1,4,0,,,,,,,,,34,2024,10,76,3,5,7,2,2,3,0,1,4,2,1,5,1,1,9,9,9,0,0,9,9,99,999,99,99,9,,
2024057139,1,1,1,2400,240,322,,8140059,,,,,20,2024,10,53,1,1,6,3,2,3,0,3,1,0,3,1,1,1,9,9,9,0,0,9,5,51,512,0,16,1,186929,660113
2024057146,1,1,2,3000,5127,,9999,,,,,,61,2024,11,59,4,1,7,2,1,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,1,11,111,0,12,3,221720,637367
2024057161,1,1,2,9500,190,,9999,,,,,,12,2024,5,48,4,1,1,3,1,0,3,1,3,1,3,1,1,5,9,9,9,3,3,9,3,31,311,0,16,3,209368,752520
2024057169,1,1,2,494,128,,9999,,,,,,11,2024,5,87,4,5,6,2,2,0,5,1,1,3,3,3,1,1,9,9,9,0,0,9,3,31,311,99,27,2,205096,733253
2024057175,1,1,1,9000,374,285,,10190212,,,,,34,2024,2,33,4,1,4,3,1,1,0,1,0,2,3,1,1,1,9,9,9,3,3,2,6,62,623,0,13,1,178870,574987
2024057177,1,1,2,7100,1107,,6,,,,,,38,2024,11,87,4,5,6,3,3,3,0,1,1,3,4,3,1,1,9,9,9,0,0,9,6,61,614,0,14,1,157937,620885
2024057219,1,1,1,7400,433,418,,10590092,,,,,51,2024,7,52,4,1,7,3,2,0,3,1,1,2,3,1,1,1,9,9,9,0,0,9,4,41,411,0,13,1,186737,692817
2024057224,1,1,3,0,,,,,553,0,5,2119,51,2024,4,83,4,5,2,2,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,41,411,99,99,1,186964,686537
2024057225,1,1,1,4000,1015,4061,,18380742,,,,,11,2024,8,28,4,1,7,3,2,0,3,3,1,5,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,202308,744476
2024057262,1,1,4,0,,,,,90,0,3748,,14,2024,4,45,4,1,3,2,3,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,23,231,99,99,1,246945,708885
2024057277,1,1,2,7600,221,,9999,,,,,,12,2024,7,65,4,1,4,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,2,24,246,0,15,3,208031,758479
2024057278,1,1,4,0,,,,,20,0,60,,20,2024,9,68,4,1,4,3,4,0,3,3,1,5,3,1,1,1,9,9,9,0,0,9,5,51,513,99,99,1,177411,656546
2024057340,1,1,2,6000,282,,1,,,,,,12,2024,9,60,4,1,2,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,3,32,324,0,26,2,204130,702897
2024057349,1,1,2,9100,,,9999,,,,,,12,2024,2,62,4,1,4,2,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,2,24,245,0,15,2,209450,768109
2024057372,1,1,2,1063,213,,1,,,,,,12,2024,1,49,4,1,5,3,1,2,0,1,1,3,3,1,1,1,9,9,9,3,3,9,2,24,243,0,16,1,227017,769351
2024057374,1,1,2,5000,1994,,212,,,,,,20,2024,11,63,4,1,1,2,1,9,0,0,0,0,5,11,9,9,9,9,9,4,0,9,5,51,511,0,13,1,176428,660441
2024057407,1,1,2,7900,813,,30,,,,,,51,2024,8,90,4,5,2,3,11,3,0,1,1,2,3,3,1,9,9,9,9,0,0,9,4,42,422,0,13,1,188811,665263
2024057410,1,1,3,0,,,,,4,461,1128,313,20,2024,6,21,4,5,2,3,2,1,0,5,1,5,3,3,1,1,9,9,9,0,0,9,5,51,512,99,99,1,184091,660595
2024057434,1,1,2,3000,1105,,9999,,,,,,61,2024,8,54,4,1,2,3,4,0,2,4,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,218552,631886
2024057436,1,1,3,0,,,,,7276,7277,38,2701,14,2024,7,49,4,1,7,3,5,3,0,4,1,3,3,1,5,1,9,9,9,0,0,9,2,23,233,99,99,1,240066,728888
2024057438,1,1,2,619,,,9999,,,,,,38,2024,4,41,4,1,7,2,11,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,6,61,612,35,33,2,190184,613450
2024057440,1,1,1,7400,1020,996,,9950313,,,,,51,2024,12,68,4,5,4,3,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,41,411,0,13,1,185633,689682
2024057446,1,1,4,0,,,,,70,0,523,,12,2024,8,87,4,5,4,3,4,0,2,6,1,4,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,213964,745423
2024057452,1,1,1,7900,406,306,,810062,,,,,51,2024,12,48,4,1,5,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,190538,666198
2024057456,1,1,2,8600,205,,54,,,,,,20,2024,9,65,4,1,4,3,3,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,512,0,14,1,182259,665859
2024057462,1,1,1,7100,1018,1035,,8780021,,,,,38,2024,5,76,4,1,5,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,6,61,614,0,14,1,160709,620286
2024057471,1,1,2,531,279,,49,,,,,,12,2024,12,54,4,1,5,1,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,2,24,241,0,26,3,231995,749948
2024057497,1,1,4,0,,,,,6953,0,22,,14,2024,6,47,4,1,5,3,2,3,0,4,0,2,3,1,1,1,9,9,9,0,0,9,2,23,236,99,99,1,210150,722925
2024057500,1,1,3,0,,,,,406,0,1905,10408,34,2024,7,41,4,1,1,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,6,62,623,99,99,1,180111,577388
2024057525,1,1,2,246,189,,19,,,,,,34,2024,11,74,4,5,3,3,3,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,6,62,621,0,16,1,159564,591886
2024057534,1,1,1,2600,168,147,,250005,,,,,33,2024,4,69,4,1,4,3,1,1,0,1,1,2,3,1,1,1,9,9,9,3,3,1,6,62,625,0,15,1,194026,385314
2024057539,1,1,1,3000,4805,4808,,26040735,,,,,61,2024,4,78,4,5,3,3,1,1,0,6,3,2,4,10,9,1,9,9,9,3,3,2,1,11,111,0,12,1,223261,636257
2024057544,1,1,3,0,,,,,90,92,4038,1587,12,2024,3,35,4,1,1,3,1,0,3,1,1,3,4,1,1,1,9,9,9,0,0,9,2,22,221,99,99,1,255277,734533
2024057548,1,1,1,7100,1026,1065,,10800267,,,,,38,2024,1,57,4,1,5,3,5,3,0,1,1,3,3,1,9,2,9,9,9,0,0,9,6,61,614,0,14,1,160685,620739
2024057551,1,1,2,3000,5022,,9999,,,,,,61,2024,3,47,4,1,4,3,1,3,0,1,0,2,5,1,1,1,9,9,7,0,0,9,1,11,111,0,12,3,218921,626333
2024057569,1,1,1,3000,4762,4837,,28440715,,,,,61,2024,6,58,4,1,1,3,2,0,3,3,0,5,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,222454,637147
2024057579,1,1,2,8700,367,,2,,,,,,51,2024,12,56,4,1,1,3,7,1,0,1,1,1,4,1,1,1,9,9,9,0,0,9,4,42,421,0,15,1,189234,677722
2024057618,1,1,1,4000,1022,6002,,14340616,,,,,11,2024,8,91,4,5,1,3,3,2,0,1,1,0,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,1,201978,743413
2024057620,1,1,1,3000,641,643,,16830164,,,,,61,2024,9,52,4,1,3,3,4,2,0,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,219894,632235
2024057628,1,1,1,7800,535,543,,8840308,,,,,12,2024,11,61,4,1,5,3,1,3,0,1,1,2,5,1,1,1,9,9,9,3,1,1,3,32,324,99,16,1,198596,708701
2024057633,1,1,3,0,,,,,4,85,2305,4050,12,2024,3,65,4,1,2,2,17,1,0,5,1,5,3,1,1,1,9,9,9,0,0,9,2,24,246,99,99,1,209402,758228
2024057635,1,1,3,0,,,,,859,0,14,12165,12,2024,10,34,3,1,3,2,2,0,3,5,1,5,3,1,1,1,9,9,9,0,0,9,2,24,245,99,99,1,210486,764906
2024057678,1,1,1,6600,415,426,,7080032,,,,,20,2024,5,62,4,1,5,3,2,1,0,1,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,179297,659503
2024057681,1,1,2,8500,301,,89,,,,,,52,2024,11,41,4,1,5,3,1,3,0,1,1,2,3,1,1,1,9,9,9,2,2,2,4,43,432,0,15,1,188298,648226
2024057697,1,1,1,6200,221,310,,7770031,,,,,20,2024,9,89,4,5,7,3,2,3,0,1,1,2,3,6,1,1,9,9,9,0,0,9,5,51,513,0,14,1,176075,658313
2024057707,1,1,2,2500,188,,9999,,,,,,11,2024,9,9,4,5,6,3,8,1,0,1,1,3,3,3,1,1,8,4,9,0,0,9,3,31,311,0,16,3,204239,741987
2024057712,1,1,4,0,,,,,65,0,400,,14,2024,7,47,4,1,5,3,3,3,0,5,1,3,3,1,1,1,9,9,9,0,0,9,2,23,234,99,99,1,223528,722209
2024057716,1,1,3,0,,,,,57,5614,113,941,51,2024,4,36,4,1,2,3,2,0,5,1,1,1,3,1,1,1,9,9,9,0,0,9,4,41,412,99,99,1,198782,690956
2024057733,1,1,4,0,,,,,807,0,51,,12,2024,11,65,4,1,6,1,5,2,0,4,1,3,4,1,1,1,9,9,9,0,0,9,2,22,222,99,99,1,244525,751294
2024057737,1,1,4,0,,,,,784,0,30,,12,2024,4,8,4,5,5,2,8,2,0,4,1,3,3,5,1,1,8,2,9,0,0,9,2,23,237,99,99,1,223574,743046
2024057742,1,2,2,3826,102,,9999,,,,,,41,2024,7,68,4,1,1,3,1,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,7,77,777,99,18,2,203164,669834
2024057763,1,2,4,0,,,,,5066,0,28,,41,2024,2,65,4,1,5,3,5,2,0,4,1,3,3,1,2,1,6,2,9,0,0,9,7,77,777,99,99,1,212492,671309
2024057765,1,1,1,4000,185,195,,12240121,,,,,12,2024,11,88,4,5,7,2,2,3,0,3,1,2,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,1,207291,746717
2024057778,1,1,2,31,147,,9999,,,,,,34,2024,4,53,3,1,4,3,2,3,0,1,1,0,3,1,1,1,9,9,9,0,0,9,6,62,622,0,16,3,163101,580660
2024057784,1,1,1,8600,1307,1011,,8240215,,,,,20,2024,1,54,4,1,4,2,5,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,512,0,14,1,183619,664315
2024057788,1,1,1,7000,355,305,,120003,,,,,52,2024,7,40,4,1,1,3,1,0,3,1,1,3,3,1,1,1,9,9,9,3,3,1,4,43,432,0,15,1,190270,650865
2024057800,1,1,4,0,,,,,4,0,1358,,51,2024,8,34,4,1,1,3,3,0,3,5,1,3,4,1,1,1,9,9,9,0,0,9,4,41,411,99,99,1,189169,681613
2024057826,1,1,2,8600,1011,,61,,,,,,20,2024,9,69,4,1,1,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,512,0,14,1,183482,665643
2024057835,1,1,2,4000,811,,42,,,,,,11,2024,10,13,4,5,4,3,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,3,31,311,0,13,1,199509,746561
2024057841,1,1,4,0,,,,,5,0,36,,20,2024,1,83,4,5,3,3,3,0,3,5,1,4,3,3,1,1,9,9,9,0,0,9,5,51,511,99,99,1,184669,671135
2024057856,1,1,1,9100,411,404,,8860006,,,,,12,2024,1,71,4,5,4,3,1,1,0,1,1,2,3,3,1,1,9,9,9,3,3,1,2,24,245,0,15,1,208917,766633
2024057869,1,1,2,5000,360,,6,,,,,,20,2024,7,63,4,1,4,3,5,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,184758,668272
2024057877,1,1,3,0,,,,,35,352,93,573,38,2024,5,83,4,5,6,3,2,0,3,5,1,5,5,3,1,1,9,9,9,0,0,9,6,61,612,99,99,1,171575,617168
2024057886,1,1,1,6400,534,826,,9570034,,,,,20,2024,3,42,4,1,2,3,2,0,3,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,511,0,14,1,184050,675344
2024057896,1,1,3,0,,,,,574,6353,189,3938,12,2024,11,73,4,5,3,3,2,0,3,5,1,2,3,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,202107,708604
2024057901,1,1,1,5000,510,537,,7650326,,,,,20,2024,7,37,4,1,1,3,2,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178675,665823
2024057907,1,1,4,0,,,,,1,0,230,,52,2024,7,2,4,5,6,2,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,43,431,99,99,1,193589,647213
2024057909,1,1,2,3000,4276,,10,,,,,,61,2024,2,51,4,1,1,2,2,0,4,1,1,0,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,221813,634166
2024057911,1,1,2,9200,112,,9999,,,,,,14,2024,1,31,4,1,5,3,1,3,0,1,1,2,3,1,1,1,9,9,9,3,3,1,2,23,231,0,17,3,246871,711047
2024057916,1,1,3,0,,,,,79,22,9,9736,12,2024,11,93,4,5,6,3,2,0,3,3,1,3,3,6,1,1,9,9,9,0,0,9,3,31,311,99,99,1,209748,749929
2024057922,1,1,1,8600,108,113,,10130111,,,,,20,2024,6,43,4,1,6,3,2,0,2,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,512,0,14,1,182493,666484
2024057930,1,1,1,9700,124,116,,40002,,,,,51,2024,3,53,4,1,1,3,2,3,0,1,1,2,3,1,9,1,9,9,9,0,0,9,4,42,421,0,15,1,189202,674387
2024057936,1,1,2,3000,5893,,9999,,,,,,61,2024,10,35,2,1,6,2,2,3,0,1,1,2,3,11,1,1,9,9,9,0,0,9,1,11,111,0,12,3,223234,629423
2024057955,1,2,4,0,,,,,1,0,759,,43,2024,2,49,4,1,4,3,10,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99,99,1,229624,634107
2024057960,1,1,2,6100,701,,14,,,,,,20,2024,11,55,4,1,1,2,11,1,0,1,1,2,3,1,1,9,2,2,9,0,0,9,5,51,512,0,13,1,185149,666473
2024057976,1,1,2,4000,195,,140,,,,,,12,2024,3,77,4,5,7,2,1,0,5,3,1,5,3,3,1,1,9,9,9,1,2,1,3,31,311,0,13,1,205466,745559
2024057985,1,1,4,0,,,,,3933,0,28,,52,2024,3,58,4,1,7,2,8,3,0,1,1,2,3,1,1,5,1,1,9,0,0,9,4,44,441,99,99,1,180694,633313
2024057989,1,1,2,7500,,,9999,,,,,,12,2024,6,67,4,1,4,2,10,3,0,4,1,2,3,1,1,1,9,9,9,0,0,9,2,24,241,0,26,2,228323,752208
2024057993,1,2,4,0,,,,,55,0,152,,41,2024,2,66,4,1,6,3,2,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99,99,1,202449,676964
2024058007,1,1,4,0,,,,,20,0,119,,20,2024,11,76,4,5,6,2,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,5,51,513,99,99,1,179236,660647
2024058008,1,1,2,6600,515,,9999,,,,,,20,2024,4,76,4,1,5,3,2,3,0,2,1,4,3,11,1,1,9,9,9,0,0,9,5,51,513,0,14,3,178726,659343
2024058015,1,1,3,0,,,,,65,6524,209,1105,12,2024,3,1,4,5,1,3,2,0,3,5,1,5,3,3,9,9,9,9,9,0,0,9,3,32,323,99,99,1,208326,712108
2024058028,1,1,4,0,,,,,6,0,1405,,51,2024,10,51,4,1,7,2,7,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,42,422,99,99,1,194080,667946
2024058033,1,1,1,7400,984,991,,10590003,,,,,51,2024,1,69,4,5,2,2,1,3,0,1,1,3,3,4,1,1,9,9,9,3,3,1,4,41,411,0,13,1,185263,686626
2024058046,1,1,3,0,,,,,25,2411,1909,12285,34,2024,10,41,4,1,1,3,2,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,6,62,623,99,99,1,172353,579232
2024058061,1,1,4,0,,,,,483,0,24,,51,2024,11,45,4,1,6,3,2,0,2,4,1,0,3,1,1,1,9,9,9,0,0,9,4,42,422,99,99,1,193096,667807
2024058073,1,1,2,8800,6716,,9999,,,,,,12,2024,4,73,3,1,6,2,8,3,0,1,1,4,3,1,1,1,5,5,9,0,0,9,2,24,241,0,26,3,217175,745853
2024058080,1,1,3,0,,,,,40,0,2955,4123,51,2024,1,90,4,5,5,3,2,0,2,5,1,5,3,3,9,2,9,9,9,0,0,9,4,42,422,99,99,1,191069,669896
2024058087,1,1,1,2100,450,454,,8220061,,,,,11,2024,7,31,4,1,4,3,1,0,3,1,1,4,3,1,1,1,9,9,9,3,3,1,3,31,311,0,16,1,197486,740223
2024058118,1,1,4,0,,,,,1,0,30,,20,2024,3,1,4,5,6,3,4,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,5,51,513,99,99,1,182096,659407
2024058122,1,1,1,5000,1101,1265,,17650554,,,,,20,2024,2,69,4,1,2,3,2,1,0,1,1,4,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179237,663685
2024058125,1,1,4,0,,,,,5,0,119,,51,2024,10,77,4,5,5,1,2,0,2,7,1,5,4,3,1,1,9,9,9,0,0,9,4,42,422,99,99,1,192435,669481
2024058129,1,1,2,70,342,,9999,,,,,,38,2024,9,77,4,5,7,3,1,0,3,1,1,3,3,6,1,1,9,9,9,1,3,2,6,61,613,0,13,3,165186,633921
2024058136,1,1,2,3000,121,,28,,,,,,61,2024,4,56,4,1,6,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,220873,633374
2024058142,1,1,2,5000,1509,,12,,,,,,20,2024,7,94,4,5,3,3,4,1,0,1,1,1,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179561,664120
2024058143,1,1,2,6400,835,,9999,,,,,,20,2024,9,65,4,1,2,3,4,1,0,1,0,4,3,1,1,1,9,9,9,0,0,9,5,51,511,0,14,3,183885,674495
2024058148,1,1,2,5000,1352,,52,,,,,,20,2024,12,68,4,5,2,3,1,9,0,0,0,0,5,6,9,9,9,9,9,3,3,9,5,51,511,0,13,1,178112,662975
2024058169,1,1,4,0,,,,,16,0,2,,61,2024,4,41,1,1,3,2,8,3,0,3,1,3,3,1,1,1,9,9,9,0,0,9,1,11,111,99,99,1,215515,633335
2024058179,1,1,1,8600,108,307,,10050111,,,,,20,2024,12,80,4,5,7,2,1,3,0,1,1,2,3,6,1,1,9,9,9,1,4,2,5,51,512,0,14,1,183112,666911
2024058213,1,1,1,7900,138,148,,180013,,,,,51,2024,6,17,4,5,5,3,2,0,4,1,1,5,3,3,1,1,9,9,9,0,0,9,4,42,422,0,13,1,190357,668248
2024058226,1,1,1,9700,365,431,,21970002,,,,,51,2024,5,73,4,1,5,3,1,3,0,1,1,2,3,1,1,1,9,9,9,3,3,2,4,42,421,0,15,1,190071,673163
2024058233,1,1,4,0,,,,,4,0,1112,,20,2024,2,68,4,1,2,3,3,1,0,5,1,0,3,1,1,1,9,9,9,0,0,9,4,43,432,99,99,1,183625,659015
2024058238,1,1,2,7400,442,,9999,,,,,,51,2024,7,49,4,1,7,2,1,3,0,1,1,2,3,1,1,1,9,9,9,3,3,9,4,41,411,0,13,3,186315,693918
2024058265,1,1,3,0,,,,,541,2,0,58,20,2024,5,64,4,1,1,3,2,3,0,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,511,99,99,1,182365,674175
2024058277,1,1,4,0,,,,,5,0,32,,20,2024,2,30,4,1,1,3,3,0,2,3,1,3,3,1,9,2,9,9,9,0,0,9,5,51,511,99,99,1,184346,671371
2024058292,1,1,2,5000,1331,,44,,,,,,20,2024,9,64,4,1,2,3,2,1,0,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178221,663119
2024058297,1,1,2,874,,,9999,,,,,,14,2024,9,63,4,1,2,3,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,23,237,0,16,2,223061,731499
2024058303,1,1,4,0,,,,,6,0,1606,,51,2024,12,19,4,5,2,1,3,0,2,7,1,3,4,6,1,1,9,9,9,0,0,9,4,41,412,99,99,1,199728,686381
2024058319,1,1,2,538,,,9999,,,,,,12,2024,1,81,4,5,3,2,1,9,0,0,0,0,5,6,9,9,9,9,9,4,0,9,2,24,241,99,28,2,222337,755044
2024058330,1,1,1,4000,823,825,,9640514,,,,,11,2024,2,90,4,5,5,3,1,0,3,1,1,2,3,3,2,2,9,9,9,3,3,2,3,31,311,0,13,1,199838,745871
2024058331,1,1,2,7400,948,,1,,,,,,51,2024,2,70,4,1,5,3,1,0,4,1,1,4,3,1,1,1,9,9,9,3,3,9,4,41,411,0,13,3,185680,688274
2024058334,1,1,1,4000,839,850,,40524,,,,,11,2024,1,39,4,1,2,3,1,1,0,1,1,2,3,1,1,1,9,9,9,3,3,1,3,31,311,0,13,1,199657,746464
2024058346,1,1,2,5000,1040,,9999,,,,,,20,2024,12,61,4,1,1,2,1,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,511,0,13,3,179553,665859
2024058358,1,1,4,0,,,,,2,0,789,,12,2024,12,71,4,5,4,1,7,0,2,7,1,4,3,5,1,1,9,9,9,0,0,9,3,32,321,99,99,1,193601,724943
2024058389,1,1,3,0,,,,,4,0,665,9054,38,2024,9,6,4,5,2,3,2,0,4,5,1,2,5,6,9,1,9,9,9,0,0,9,6,61,614,99,99,1,163077,621044
2024058396,1,1,2,634,9000,,9999,,,,,,51,2024,9,73,4,1,4,2,1,0,5,1,1,2,3,1,1,1,9,9,9,1,9,9,4,42,422,0,26,2,197580,669147
2024058404,1,1,4,0,,,,,7926,0,6,,14,2024,7,18,4,5,6,1,8,2,0,1,1,3,3,5,1,1,1,5,9,0,0,9,2,23,237,99,99,3,226364,738687
2024058414,1,1,3,0,,,,,40,431,2696,4219,52,2024,11,81,4,5,3,3,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,43,432,99,99,1,187175,647121
2024058415,1,1,1,9500,208,217,,12340001,,,,,12,2024,7,33,4,1,1,3,2,0,5,1,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,0,16,1,209689,751771
2024058424,1,2,4,0,,,,,1,0,773,,43,2024,1,45,4,1,6,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,7,77,777,99,99,1,230837,634614
2024058452,1,1,3,0,,,,,79,22,9,9736,12,2024,6,65,4,1,5,3,2,0,2,6,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,99,99,1,209748,749929
2024058475,1,1,2,6800,220,,9999,,,,,,12,2024,8,59,4,1,1,2,8,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,3,31,311,0,15,3,210053,745539
2024058477,1,1,1,7900,916,927,,150023,,,,,51,2024,7,68,4,1,4,3,1,0,5,1,1,2,5,1,1,1,9,9,9,3,3,9,4,42,422,0,13,1,187914,665836
2024058523,1,1,1,3000,4549,4565,,23960845,,,,,61,2024,4,61,4,1,4,3,1,1,0,1,1,2,3,1,1,1,9,9,9,1,4,2,1,11,111,0,12,1,217779,626634
2024058525,1,1,4,0,,,,,85,0,234,,12,2024,2,69,4,1,4,2,4,0,2,5,1,4,3,11,9,1,9,9,9,0,0,9,2,24,242,99,99,1,230429,759267
2024058529,1,1,2,637,114,,11,,,,,,12,2024,6,77,1,1,4,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,3,32,323,99,26,2,208681,711765
2024058537,1,1,2,5000,2648,,9999,,,,,,20,2024,8,30,4,1,3,2,1,9,0,0,0,0,5,11,9,9,9,9,9,3,3,9,5,51,511,0,13,3,180586,662957
2024058546,1,1,4,0,,,,,6,0,1182,,52,2024,3,67,1,1,1,3,3,1,0,7,1,5,3,1,1,1,9,9,9,0,0,9,4,43,432,99,99,1,193040,647883
2024058557,1,1,2,4000,811,,27,,,,,,11,2024,7,59,4,1,5,3,1,3,0,1,1,2,3,1,1,1,9,9,9,3,3,2,3,31,311,0,13,1,199628,746930
2024058568,1,1,2,3000,1337,,2,,,,,,61,2024,2,50,4,1,4,2,4,1,0,1,0,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,218937,629273
2024058577,1,1,2,6300,101,,135,,,,,,20,2024,11,32,4,1,1,3,1,1,0,2,1,2,3,1,1,1,9,9,9,3,3,9,5,51,512,0,15,1,182800,664838
2024058584,1,1,2,8400,375,,84,,,,,,52,2024,10,52,4,1,1,2,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,4,44,441,0,14,1,180277,644058
2024058586,1,1,1,3000,1362,1346,,28040411,,,,,61,2024,4,55,2,1,2,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,218030,628506
2024058591,1,1,4,0,,,,,65,0,190,,12,2024,8,8,4,5,5,2,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,3,32,323,99,99,1,206678,711777
